SHIPMENT_NUMBER,CARRIER_ID,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_EARLIEST,FIRST_COLLECTION_SCHEDULE_LATEST,LAST_DELIVERY_SCHEDULE_EARLIEST,LAST_DELIVERY_SCHEDULE_LATEST,on_time_estimation
SEZHUK-231030-257837,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-10-31 17:00:00+00:00,2023-10-31 17:59:00+00:00,2023-11-01 08:25:00+00:00,2023-11-01 08:55:00+00:00,True
SEZHUK-231030-257844,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,GL3 4AQ,53.293393,-1.074008,51.841444,-2.171011,2023-10-31 16:00:00+00:00,2023-10-31 16:59:00+00:00,2023-11-01 11:25:00+00:00,2023-11-01 11:55:00+00:00,False
SEZHUK-231030-257845,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,ME11 5AR,53.462845,-2.896967,51.411125,0.752907,2023-10-31 13:00:00+00:00,2023-10-31 13:01:00+00:00,2023-11-01 10:55:00+00:00,2023-11-01 11:25:00+00:00,True
SEZHUK-231030-257846,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,RG2 0PN,53.293393,-1.074008,51.419654,-0.973301,2023-10-31 14:00:00+00:00,2023-10-31 14:59:00+00:00,2023-11-01 10:55:00+00:00,2023-11-01 11:25:00+00:00,True
SEZHUK-231030-257852,CAUK000055,Tractor Unit,Curtain-Side 13.6M Trailer,NN17 4AZ,HP2 7FZ,52.507605,-0.693317,51.767713,-0.438495,2023-10-31 14:15:00+00:00,2023-10-31 15:00:00+00:00,2023-11-01 10:30:00+00:00,2023-11-01 11:00:00+00:00,False
SEZHUK-231030-257853,CAUK000770,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-10-31 14:00:00+00:00,2023-10-31 14:59:00+00:00,2023-11-01 08:55:00+00:00,2023-11-01 09:25:00+00:00,True
SEZHUK-231030-257855,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,DN11 9HE,EN11 0EZ,53.437296,-1.068189,51.766224,0.009545,2023-10-31 16:00:00+00:00,2023-10-31 16:59:00+00:00,2023-11-01 10:55:00+00:00,2023-11-01 11:25:00+00:00,True
SEZHUK-231030-257856,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DN11 9HE,NP26 3TS,53.437296,-1.068189,51.57282,-2.85848,2023-11-01 07:00:00+00:00,2023-11-01 07:59:00+00:00,2023-11-01 15:55:00+00:00,2023-11-01 16:25:00+00:00,False
SEZHUK-231030-257857,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,DN11 9HE,RG2 0PN,53.437296,-1.068189,51.419654,-0.973301,2023-10-31 17:00:00+00:00,2023-10-31 17:59:00+00:00,2023-11-01 12:55:00+00:00,2023-11-01 13:25:00+00:00,True
SEZHUK-231030-257858,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,RM19 1ND,53.462845,-2.896967,51.480755,0.261461,2023-11-01 03:00:00+00:00,2023-11-01 04:00:00+00:00,2023-11-01 07:30:00+00:00,2023-11-01 08:00:00+00:00,False
SEZHUK-231030-257876,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,CF3 2GJ,53.462845,-2.896967,51.50328,-3.109119,2023-10-31 15:00:00+00:00,2023-10-31 15:01:00+00:00,2023-11-01 08:55:00+00:00,2023-11-01 09:25:00+00:00,True
SEZHUK-231030-257913,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NP16 6UD,53.293393,-1.074008,51.614678,-2.674519,2023-10-31 13:00:00+00:00,2023-10-31 13:59:00+00:00,2023-11-03 12:30:00+00:00,2023-11-03 13:00:00+00:00,True
SEZHUK-231030-257926,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,OL16 4NZ,LE19 1WY,53.602351,-2.126989,52.601991,-1.190434,2023-10-31 10:00:00+00:00,2023-10-31 10:30:00+00:00,2023-10-31 16:30:00+00:00,2023-10-31 17:00:00+00:00,True
SEZHUK-231031-257973,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,RG24 8PD,IG11 0DS,51.279249,-1.072926,51.515717,0.100453,2023-11-01 10:00:00+00:00,2023-11-01 10:30:00+00:00,2023-11-01 14:30:00+00:00,2023-11-01 15:00:00+00:00,False
SEZHUK-231031-257974,CAUK001028,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,N11 3PW,53.324964,-2.758291,51.611578,-0.143669,2023-11-01 07:00:00+00:00,2023-11-01 14:00:00+00:00,2023-11-02 12:32:00+00:00,2023-11-02 13:00:00+00:00,False
SEZHUK-231031-257975,CAUK001028,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,ME8 6BY,53.324964,-2.758291,51.369118,0.568841,2023-11-01 07:00:00+00:00,2023-11-01 14:00:00+00:00,2023-11-02 14:02:00+00:00,2023-11-02 14:30:00+00:00,True
SEZHUK-231031-257978,CAUK000935,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,EH54 8QX,53.462845,-2.896967,55.896335,-3.53565,2023-10-31 15:00:00+00:00,2023-10-31 16:00:00+00:00,2023-11-01 15:30:00+00:00,2023-11-01 16:00:00+00:00,False
SEZHUK-231031-257979,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,GU1 1AJ,53.324964,-2.758291,51.247484,-0.580755,2023-11-01 07:00:00+00:00,2023-11-01 14:00:00+00:00,2023-11-02 09:02:00+00:00,2023-11-02 09:30:00+00:00,True
SEZHUK-231031-257982,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,WS10 7WL,B66 2LF,52.543992,-2.030867,52.498661,-1.952333,2023-11-01 09:00:00+00:00,2023-11-01 09:30:00+00:00,2023-11-01 13:30:00+00:00,2023-11-01 14:00:00+00:00,True
SEZHUK-231031-257995,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,ME6 5PX,IG11 0DS,51.32487,0.446613,51.515717,0.100453,2023-11-01 09:00:00+00:00,2023-11-01 09:30:00+00:00,2023-11-01 13:30:00+00:00,2023-11-01 14:00:00+00:00,False
SEZHUK-231031-257997,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,ME6 5PX,IG11 0DS,51.32487,0.446613,51.515717,0.100453,2023-11-01 09:00:00+00:00,2023-11-01 09:30:00+00:00,2023-11-01 14:30:00+00:00,2023-11-01 15:00:00+00:00,True
SEZHUK-231031-257998,CAUK001028,Tractor Unit,Curtain-Side 13.6M Trailer,SG1 2DL,IG11 0DS,51.900329,-0.217132,51.515717,0.100453,2023-11-01 10:00:00+00:00,2023-11-01 10:30:00+00:00,2023-11-01 13:30:00+00:00,2023-11-01 14:00:00+00:00,True
SEZHUK-231031-258018,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NN15 5YT,53.293393,-1.074008,52.370504,-0.684925,2023-11-01 07:00:00+00:00,2023-11-01 07:59:00+00:00,2023-11-01 11:35:00+00:00,2023-11-01 12:05:00+00:00,False
SEZHUK-231031-258056,CAUK000155,Tractor Unit,Box,DA8 1DL,EH54 8QX,51.493182,0.167098,55.901847,-3.583873,2023-11-02 11:00:00+00:00,2023-11-02 11:30:00+00:00,2023-11-03 09:00:00+00:00,2023-11-03 09:30:00+00:00,True
SEZHUK-231031-258059,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,DN11 9HE,NN6 7TZ,53.437296,-1.068189,52.35193,-1.144734,2023-11-01 16:00:00+00:00,2023-11-01 16:59:00+00:00,2023-11-02 09:55:00+00:00,2023-11-02 10:25:00+00:00,True
SEZHUK-231031-258061,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,RG2 0PN,53.293393,-1.074008,51.419654,-0.973301,2023-11-01 13:00:00+00:00,2023-11-01 13:59:00+00:00,2023-11-02 04:55:00+00:00,2023-11-02 05:25:00+00:00,False
SEZHUK-231031-258062,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,RM19 1ND,53.462845,-2.896967,51.480755,0.261461,2023-11-01 14:00:00+00:00,2023-11-01 14:01:00+00:00,2023-11-02 02:55:00+00:00,2023-11-02 03:25:00+00:00,True
SEZHUK-231031-258063,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,ME9 8SR,53.462845,-2.896967,51.36932,0.749586,2023-11-01 18:00:00+00:00,2023-11-01 18:01:00+00:00,2023-11-02 14:15:00+00:00,2023-11-02 14:45:00+00:00,True
SEZHUK-231031-258065,CAUK000876,Tractor Unit,Curtain-Side 13.6M Trailer,LS24 9SD,BT26 6JJ,53.886427,-1.271051,54.474078,-6.104285,2023-11-01 11:00:00+00:00,2023-11-03 07:00:00+00:00,2023-11-03 07:30:00+00:00,2023-11-03 08:00:00+00:00,False
SEZHUK-231031-258070,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,TA6 4FG,53.293393,-1.074008,51.155543,-2.983834,2023-11-01 13:00:00+00:00,2023-11-01 13:59:00+00:00,2023-11-02 05:55:00+00:00,2023-11-02 06:25:00+00:00,True
SEZHUK-231031-258071,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,RG2 0PN,53.293393,-1.074008,51.419654,-0.973301,2023-11-02 02:44:33+00:00,2023-11-02 03:43:33+00:00,2023-11-02 07:55:00+00:00,2023-11-02 08:25:00+00:00,False
SEZHUK-231031-258072,CAUK000876,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 1PT,BT26 6JJ,52.811918,-1.630808,54.474078,-6.104285,2023-11-01 10:00:00+00:00,2023-11-03 07:00:00+00:00,2023-11-03 07:30:00+00:00,2023-11-03 08:00:00+00:00,True
SEZHUK-231031-258081,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,DE74 2UT,SL1 4PY,52.85112,-1.343226,51.525651,-0.628026,2023-11-01 13:00:00+00:00,2023-11-01 13:30:00+00:00,2023-11-01 18:30:00+00:00,2023-11-01 19:00:00+00:00,True
SEZHUK-231031-258086,CAUK000124,Tractor Unit,Curtain-Side 13.6M Trailer,NN4 7BW,LE67 1UA,52.215353,-0.86783,52.701119,-1.339519,2023-11-01 12:00:00+00:00,2023-11-01 13:00:00+00:00,2023-11-02 08:00:00+00:00,2023-11-02 08:00:00+00:00,True
SEZHUK-231031-258097,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,EN11 0EZ,53.293393,-1.074008,51.766224,0.009545,2023-11-01 18:00:00+00:00,2023-11-01 18:59:00+00:00,2023-11-02 11:55:00+00:00,2023-11-02 12:25:00+00:00,False
SEZHUK-231031-258099,CAUK000770,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NN6 7TZ,53.293393,-1.074008,52.35193,-1.144734,2023-11-01 16:00:00+00:00,2023-11-01 16:59:00+00:00,2023-11-02 06:55:00+00:00,2023-11-02 07:25:00+00:00,False
SEZHUK-231031-258103,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NP26 3TS,53.293393,-1.074008,51.57282,-2.85848,2023-11-01 14:00:00+00:00,2023-11-01 14:59:00+00:00,2023-11-02 02:55:00+00:00,2023-11-02 03:25:00+00:00,False
SEZHUK-231031-258131,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,NN4 9BB,53.462845,-2.896967,52.215154,-0.947502,2023-11-01 15:00:00+00:00,2023-11-01 15:01:00+00:00,2023-11-02 07:55:00+00:00,2023-11-02 08:25:00+00:00,True
SEZHUK-231031-258145,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,NN15 5YT,53.462845,-2.896967,52.370504,-0.684925,2023-11-01 16:00:00+00:00,2023-11-01 16:01:00+00:00,2023-11-02 06:55:00+00:00,2023-11-02 07:25:00+00:00,False
SEZHUK-231031-258153,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,CF3 2GJ,53.462845,-2.896967,51.50328,-3.109119,2023-11-01 17:00:00+00:00,2023-11-01 17:01:00+00:00,2023-11-02 09:55:00+00:00,2023-11-02 10:25:00+00:00,False
SEZHUK-231031-258188,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,SK13 2NU,LE19 1WY,53.483205,-1.924197,52.601991,-1.190434,2023-11-01 10:00:00+00:00,2023-11-01 10:30:00+00:00,2023-11-01 16:30:00+00:00,2023-11-01 17:00:00+00:00,True
SEZHUK-231101-258202,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,B66 2EP,53.537133,-1.037405,52.5051,-1.958912,2023-11-02 06:00:00+00:00,2023-11-02 18:00:00+00:00,2023-11-03 07:32:00+00:00,2023-11-03 08:00:00+00:00,True
SEZHUK-231101-258215,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,HP22 5BL,B66 2LF,51.779657,-0.772897,52.498661,-1.952333,2023-11-02 09:00:00+00:00,2023-11-02 09:30:00+00:00,2023-11-02 13:30:00+00:00,2023-11-02 14:00:00+00:00,False
SEZHUK-231101-258218,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,BS35 4GG,BS11 9BT,51.55257,-2.65344,51.511084,-2.703002,2023-11-02 09:00:00+00:00,2023-11-02 09:30:00+00:00,2023-11-02 13:30:00+00:00,2023-11-02 14:00:00+00:00,False
SEZHUK-231101-258221,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,ME6 5PX,IG11 0DS,51.32487,0.446613,51.515717,0.100453,2023-11-02 09:00:00+00:00,2023-11-02 09:30:00+00:00,2023-11-02 13:30:00+00:00,2023-11-02 14:00:00+00:00,False
SEZHUK-231101-258222,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,SG1 2DL,NW10 6QY,51.900329,-0.217132,51.52668,-0.235678,2023-11-02 09:00:00+00:00,2023-11-02 09:30:00+00:00,2023-11-02 14:30:00+00:00,2023-11-02 15:00:00+00:00,False
SEZHUK-231101-258223,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,SS17 9DY,IG11 0DS,51.510091,0.459598,51.515717,0.100453,2023-11-02 09:00:00+00:00,2023-11-02 09:30:00+00:00,2023-11-02 13:30:00+00:00,2023-11-02 14:00:00+00:00,True
SEZHUK-231101-258224,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,IP31 2BG,B69 4PH,52.321427,0.924083,52.499596,-2.00619,2023-11-02 13:00:00+00:00,2023-11-02 13:48:00+00:00,2023-11-03 07:55:00+00:00,2023-11-03 08:25:00+00:00,False
SEZHUK-231101-258226,CAUK000428,Tractor Unit,Curtain-Side 13.6M Trailer,SS17 9DY,NW10 6QY,51.510091,0.459598,51.52668,-0.235678,2023-11-02 09:00:00+00:00,2023-11-02 09:30:00+00:00,2023-11-02 13:30:00+00:00,2023-11-02 14:00:00+00:00,True
SEZHUK-231101-258236,CAUK000623,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,G41 1SS,52.800481,-1.663328,55.844093,-4.269283,2023-11-02 05:00:00+00:00,2023-11-02 06:00:00+00:00,2023-11-03 11:30:00+00:00,2023-11-03 12:00:00+00:00,False
SEZHUK-231101-258277,CAUK000435,Tractor Unit,Temperature-Controlled,PE15 0UW,RG21 6AB,52.51939,-0.000971,51.269448,-1.103727,2023-11-09 01:30:00+00:00,2023-11-09 02:30:00+00:00,2023-11-09 06:30:00+00:00,2023-11-09 07:00:00+00:00,False
SEZHUK-231101-258278,CAUK000435,Tractor Unit,Temperature-Controlled,PE15 0UW,RG21 6AB,52.51939,-0.000971,51.269448,-1.103727,2023-11-10 01:30:00+00:00,2023-11-10 02:30:00+00:00,2023-11-10 06:00:00+00:00,2023-11-10 18:00:00+00:00,True
SEZHUK-231101-258324,CAUK000199,3.5 T Van,LWB Van,LS10 1SL,BL4 8NB,53.771668,-1.514934,53.536726,-2.388382,2023-11-02 06:00:00+00:00,2023-11-02 06:30:00+00:00,2023-11-02 08:30:00+00:00,2023-11-02 09:00:00+00:00,False
SEZHUK-231101-258333,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,RM19 1ND,53.462845,-2.896967,51.480755,0.261461,2023-11-02 13:00:00+00:00,2023-11-02 13:01:00+00:00,2023-11-03 03:55:00+00:00,2023-11-03 04:25:00+00:00,True
SEZHUK-231101-258383,CAUK000770,Tractor Unit,Curtain-Side 13.6M Trailer,DN11 9HE,NN4 9BF,53.437296,-1.068189,52.212328,-0.944564,2023-11-02 05:00:00+00:00,2023-11-02 05:59:00+00:00,2023-11-03 08:25:00+00:00,2023-11-03 08:55:00+00:00,True
SEZHUK-231101-258385,CAUK000235,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,RG2 0PN,53.293393,-1.074008,51.419654,-0.973301,2023-11-03 07:30:00+00:00,2023-11-03 08:00:00+00:00,2023-11-03 15:30:00+00:00,2023-11-03 16:00:00+00:00,False
SEZHUK-231101-258386,CAUK000854,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,FK3 8UZ,53.293393,-1.074008,56.013818,-3.740373,2023-11-02 13:00:00+00:00,2023-11-02 13:59:00+00:00,2023-11-03 10:55:00+00:00,2023-11-03 11:25:00+00:00,True
SEZHUK-231101-258403,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-11-02 15:00:00+00:00,2023-11-02 15:59:00+00:00,2023-11-03 10:25:00+00:00,2023-11-03 10:55:00+00:00,True
SEZHUK-231101-258431,CAUK000446,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NN6 7TZ,53.293393,-1.074008,52.35193,-1.144734,2023-11-02 18:00:00+00:00,2023-11-02 18:59:00+00:00,2023-11-03 06:55:00+00:00,2023-11-03 07:25:00+00:00,True
SEZHUK-231101-258445,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,N18 3BB,53.293393,-1.074008,51.614473,-0.042472,2023-11-02 17:00:00+00:00,2023-11-02 17:59:00+00:00,2023-11-03 09:55:00+00:00,2023-11-03 10:25:00+00:00,True
SEZHUK-231101-258446,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-11-03 03:00:00+00:00,2023-11-03 03:59:00+00:00,2023-11-03 08:25:00+00:00,2023-11-03 08:55:00+00:00,True
SEZHUK-231101-258447,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,CF3 2GJ,53.462845,-2.896967,51.50328,-3.109119,2023-11-02 10:00:00+00:00,2023-11-02 10:01:00+00:00,2023-11-03 07:55:00+00:00,2023-11-03 08:25:00+00:00,True
SEZHUK-231101-258452,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,WN4 8DE,LE19 1WY,53.501398,-2.64202,52.601991,-1.190434,2023-11-02 10:00:00+00:00,2023-11-02 10:30:00+00:00,2023-11-02 16:30:00+00:00,2023-11-02 17:00:00+00:00,True
SEZHUK-231101-258457,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,SK16 4UG,LE19 1WY,53.467868,-2.096512,52.601991,-1.190434,2023-11-02 10:00:00+00:00,2023-11-02 10:30:00+00:00,2023-11-02 16:30:00+00:00,2023-11-02 17:00:00+00:00,True
SEZHUK-231102-258520,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SP4 7GQ,53.293393,-1.074008,51.17534,-1.753679,2023-11-04 07:00:00+00:00,2023-11-04 07:59:00+00:00,2023-11-04 14:55:00+00:00,2023-11-04 15:25:00+00:00,False
SEZHUK-231102-258521,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,HP22 5BL,B8 1AE,51.779657,-0.772897,52.482568,-1.868331,2023-11-03 10:30:00+00:00,2023-11-03 10:30:00+00:00,2023-11-03 13:30:00+00:00,2023-11-03 14:00:00+00:00,False
SEZHUK-231102-258523,CAUK000146,Tractor Unit,Curtain-Side 13.6M Trailer,M24 4DP,SP4 7SQ,53.547321,-2.202131,51.177012,-1.757833,2023-11-04 02:00:00+00:00,2023-11-04 03:00:00+00:00,2023-11-05 07:55:00+00:00,2023-11-05 08:25:00+00:00,True
SEZHUK-231102-258524,CAUK000146,Tractor Unit,Curtain-Side 13.6M Trailer,M24 4DP,SP4 7SQ,53.547321,-2.202131,51.177012,-1.757833,2023-11-04 02:00:00+00:00,2023-11-04 03:00:00+00:00,2023-11-05 05:55:00+00:00,2023-11-05 06:25:00+00:00,True
SEZHUK-231102-258533,CAUK000034,Tractor Unit,Curtain-Side 13.6M Trailer,SS17 9DY,NW10 6QY,51.510091,0.459598,51.52668,-0.235678,2023-11-06 09:00:00+00:00,2023-11-06 09:30:00+00:00,2023-11-06 13:30:00+00:00,2023-11-06 14:00:00+00:00,False
SEZHUK-231102-258539,CAUK001022,3.5T Van,LWB Van,SL3 0BB,E1W 2DA,51.470809,-0.514738,51.508022,-0.05711,2023-11-15 05:45:00+00:00,2023-11-15 06:45:00+00:00,2023-11-15 08:15:00+00:00,2023-11-15 09:15:00+00:00,True
SEZHUK-231102-258542,CAUK001009,3.5T Van,LWB Van,DE74 2TR,WS9 0SW,52.829374,-1.332134,52.593326,-1.937572,2023-11-16 04:00:00+00:00,2023-11-16 05:00:00+00:00,2023-11-16 07:30:00+00:00,2023-11-16 10:30:00+00:00,False
SEZHUK-231102-258543,CAUK001009,3.5T Van,LWB Van,DE74 2TR,CO4 9QJ,52.829374,-1.332134,51.920887,0.927015,2023-11-14 04:50:00+00:00,2023-11-14 05:50:00+00:00,2023-11-14 08:50:00+00:00,2023-11-14 09:50:00+00:00,True
SEZHUK-231102-258547,CAUK001022,3.5T Van,LWB Van,SL3 0BB,E1W 2DA,51.470809,-0.514738,51.508022,-0.05711,2023-11-17 05:45:00+00:00,2023-11-17 06:45:00+00:00,2023-11-17 08:15:00+00:00,2023-11-17 09:15:00+00:00,True
SEZHUK-231102-258550,CAUK001009,3.5T Van,LWB Van,NE11 0JY,DE74 2TR,54.922706,-1.607332,52.829374,-1.332134,2023-11-17 17:25:00+00:00,2023-11-17 18:25:00+00:00,2023-11-17 21:10:00+00:00,2023-11-17 22:10:00+00:00,True
SEZHUK-231102-258556,CAUK001022,3.5T Van,LWB Van,E1W 2DA,SL3 0BB,51.508022,-0.05711,51.470809,-0.514738,2023-11-15 19:05:00+00:00,2023-11-15 20:05:00+00:00,2023-11-15 21:05:00+00:00,2023-11-15 22:05:00+00:00,True
SEZHUK-231102-258558,CAUK001009,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2023-11-15 04:00:00+00:00,2023-11-15 05:00:00+00:00,2023-11-15 07:45:00+00:00,2023-11-15 08:45:00+00:00,True
SEZHUK-231102-258560,CAUK001009,3.5T Van,LWB Van,EN1 1TX,DE74 2TR,51.650981,-0.054718,52.826322,-1.348973,2023-11-16 16:15:00+00:00,2023-11-16 17:15:00+00:00,2023-11-16 20:00:00+00:00,2023-11-16 21:00:00+00:00,True
SEZHUK-231102-258563,CAUK001009,3.5T Van,LWB Van,BS32 0BF,DE74 2TR,51.54695,-2.551256,52.829374,-1.332134,2023-11-15 15:15:00+00:00,2023-11-15 16:15:00+00:00,2023-11-15 19:30:00+00:00,2023-11-15 20:30:00+00:00,True
SEZHUK-231102-258568,CAUK001009,3.5T Van,LWB Van,CO4 9QJ,DE74 2TR,51.920887,0.927015,52.829374,-1.332134,2023-11-14 17:30:00+00:00,2023-11-14 18:30:00+00:00,2023-11-14 21:10:00+00:00,2023-11-14 22:10:00+00:00,True
SEZHUK-231102-258569,CAUK001022,3.5T Van,LWB Van,SL3 0BB,E1W 2DA,51.470809,-0.514738,51.508022,-0.05711,2023-11-16 05:45:00+00:00,2023-11-16 06:45:00+00:00,2023-11-16 08:15:00+00:00,2023-11-16 09:15:00+00:00,True
SEZHUK-231102-258570,CAUK001022,3.5T Van,LWB Van,SL3 0BB,E1W 2DA,51.470809,-0.514738,51.508022,-0.05711,2023-11-14 05:45:00+00:00,2023-11-14 06:45:00+00:00,2023-11-14 08:15:00+00:00,2023-11-14 09:15:00+00:00,True
SEZHUK-231102-258575,CAUK001024,3.5T Van,LWB Van,CO4 9QJ,CM22 7FD,51.920887,0.927015,51.869555,0.216885,2023-11-13 18:15:00+00:00,2023-11-13 19:15:00+00:00,2023-11-13 20:15:00+00:00,2023-11-13 21:15:00+00:00,True
SEZHUK-231102-258577,CAUK001009,3.5T Van,LWB Van,SE14 5RW,DE74 2TR,51.507218,-0.127586,52.826322,-1.348973,2023-11-16 15:30:00+00:00,2023-11-16 16:30:00+00:00,2023-11-16 20:00:00+00:00,2023-11-16 21:00:00+00:00,True
SEZHUK-231102-258579,CAUK001022,3.5T Van,LWB Van,E1W 2DA,SL3 0BB,51.508022,-0.05711,51.470809,-0.514738,2023-11-16 19:05:00+00:00,2023-11-16 20:05:00+00:00,2023-11-16 21:05:00+00:00,2023-11-16 22:05:00+00:00,True
SEZHUK-231102-258585,CAUK001022,3.5T Van,LWB Van,E1W 2DA,SL3 0BB,51.508022,-0.05711,51.470809,-0.514738,2023-11-13 19:05:00+00:00,2023-11-13 20:05:00+00:00,2023-11-13 21:05:00+00:00,2023-11-13 22:05:00+00:00,True
SEZHUK-231102-258593,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,TN14 7NN,53.566639,-0.919839,51.328538,0.118422,2023-11-03 06:00:00+00:00,2023-11-03 18:00:00+00:00,2023-11-03 08:00:00+00:00,2023-11-03 18:00:00+00:00,True
SEZHUK-231102-258597,CAUK001009,3.5T Van,LWB Van,SE14 5RW,DE74 2TR,51.507218,-0.127586,52.826322,-1.348973,2023-11-15 15:30:00+00:00,2023-11-15 16:30:00+00:00,2023-11-15 20:00:00+00:00,2023-11-15 21:00:00+00:00,True
SEZHUK-231102-258600,CAUK001009,3.5T Van,LWB Van,L24 8RF,DE74 2TR,53.349124,-2.876108,52.829374,-1.332134,2023-11-15 18:25:00+00:00,2023-11-15 19:25:00+00:00,2023-11-15 21:15:00+00:00,2023-11-15 22:15:00+00:00,True
SEZHUK-231102-258601,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,CV9 2SQ,53.462845,-2.896967,52.583936,-1.557171,2023-11-04 11:00:00+00:00,2023-11-04 11:01:00+00:00,2023-11-04 17:55:00+00:00,2023-11-04 18:25:00+00:00,True
SEZHUK-231102-258602,CAUK001022,3.5T Van,LWB Van,E1W 2DA,SL3 0BB,51.508022,-0.05711,51.470809,-0.514738,2023-11-14 19:05:00+00:00,2023-11-14 20:05:00+00:00,2023-11-14 21:05:00+00:00,2023-11-14 22:05:00+00:00,True
SEZHUK-231102-258606,CAUK001009,3.5T Van,LWB Van,DE74 2TR,CO4 9QJ,52.829374,-1.332134,51.920887,0.927015,2023-11-13 04:15:00+00:00,2023-11-13 05:15:00+00:00,2023-11-13 08:15:00+00:00,2023-11-13 09:15:00+00:00,True
